Claim_ID,Customer_ID,Vehicle_ID,Claim_Amount,Claim_Date,Claim_Type
4579,938568,1938568,10000,2025-04-28,1
4580,401485,1401485,10000,2025-08-21,1
4581,479143,1479143,10000,2025-04-07,1
4582,448991,1448991,10000,2025-01-13,1
4583,206114,1206114,10000,2025-10-14,1
4584,650733,1650733,10000,2025-06-21,1
4585,221410,1221410,10000,2025-12-14,1
4586,76052,1076052,10000,2025-01-13,1
4587,210647,1210647,10000,2025-01-13,1
4588,810966,1810966,10000,2025-08-14,1
4589,173813,1173813,10000,2025-06-28,1
4590,820924,1820924,10000,2025-01-27,1
4591,187461,1187461,10000,2025-03-21,1
4592,643418,1643418,10000,2025-11-07,1
4593,772201,1772201,10000,2025-03-28,1
4594,839326,1839326,10000,2025-06-28,1
4595,927389,1927389,10000,2025-07-07,1
4596,573368,1573368,10000,2025-01-20,1
4597,285473,1285473,10000,2025-07-28,1
4598,830195,1830195,10000,2025-07-07,1
4599,662491,1662491,10000,2025-11-21,1
4600,841314,1841314,10000,2025-05-14,1
4601,566621,1566621,10000,2025-03-21,1
4602,585919,1585919,10000,2025-10-21,1
4603,647030,1647030,10000,2025-11-14,1
4604,609738,1609738,10000,2025-06-21,1
4605,945558,1945558,10000,2025-12-07,1
4606,121217,1121217,10000,2025-07-14,1
4607,327598,1327598,10000,2025-06-28,1
4608,682601,1682601,10000,2025-04-14,1
4609,623461,1623461,10000,2025-01-20,1
4610,261513,1261513,10000,2025-02-27,1
4611,327465,1327465,10000,2025-07-07,1
4612,891598,1891598,10000,2025-03-14,1
4613,154534,1154534,10000,2025-04-07,1
4614,907891,1907891,10000,2025-01-20,1
4615,637938,1637938,10000,2025-02-13,1
4616,570556,1570556,10000,2025-04-07,1
4617,427787,1427787,10000,2025-08-21,1
4618,212799,1212799,10000,2025-03-28,1
4619,923860,1923860,10000,2025-11-21,1
4620,79045,1079045,10000,2025-06-07,1
4621,649840,1649840,10000,2025-02-13,1
4622,838217,1838217,10000,2025-06-21,1
4623,811689,1811689,10000,2025-11-28,1
4624,236149,1236149,10000,2025-02-13,1
4625,42585,1042585,10000,2025-04-14,1
4626,171211,1171211,10000,2025-08-28,1
4627,254850,1254850,10000,2025-03-28,1
4628,77844,1077844,10000,2025-05-07,1
4629,270746,1270746,10000,2025-02-27,1
4630,32845,1032845,10000,2025-05-14,1
4631,912836,1912836,10000,2025-08-21,1
4632,623108,1623108,10000,2025-09-21,1
4633,970101,1970101,10000,2025-10-21,1
4634,191051,1191051,10000,2025-09-14,1
4635,144823,1144823,10000,2025-06-21,1
4636,571122,1571122,10000,2025-08-21,1
4637,395519,1395519,10000,2025-07-07,1
4638,730316,1730316,10000,2025-06-28,1
4639,275271,1275271,10000,2025-03-07,1
4640,829693,1829693,10000,2025-03-28,1
4641,67192,1067192,10000,2025-10-21,1
4642,223968,1223968,10000,2025-01-20,1
4643,209217,1209217,10000,2025-02-13,1
4644,405946,1405946,10000,2025-10-21,1
4645,461995,1461995,10000,2025-10-14,1
4646,987271,1987271,10000,2025-08-21,1
4647,360501,1360501,10000,2025-09-21,1
4648,594604,1594604,10000,2025-04-14,1
4649,465885,1465885,10000,2025-08-14,1
4650,484414,1484414,10000,2025-07-28,1
4651,989362,1989362,10000,2025-05-21,1
4652,256515,1256515,10000,2025-01-20,1
4653,596011,1596011,10000,2025-09-28,1
4654,467056,1467056,10000,2025-03-14,1
4655,129293,1129293,10000,2025-12-07,1
4656,816827,1816827,10000,2025-07-21,1
4657,837940,1837940,10000,2025-04-14,1
4658,264001,1264001,10000,2025-01-13,1
4659,782368,1782368,10000,2025-09-07,1
4660,360173,1360173,10000,2025-10-28,1
4661,63842,1063842,10000,2025-05-07,1
4662,43215,1043215,10000,2025-08-28,1
4663,309258,1309258,10000,2025-12-28,1
4664,983391,1983391,10000,2025-07-28,1
4665,806109,1806109,10000,2025-08-21,1
4666,559355,1559355,10000,2025-05-21,1
4667,592920,1592920,10000,2025-08-07,1
4668,299354,1299354,10000,2025-11-07,1
4669,447049,1447049,10000,2025-10-28,1
4670,12235,1012235,10000,2025-05-21,1
4671,156291,1156291,10000,2025-10-14,1
4672,416488,1416488,10000,2025-09-28,1
4673,183746,1183746,10000,2025-05-07,1
4674,20437,1020437,10000,2025-12-28,1
4675,469222,1469222,10000,2025-12-14,1
4676,874706,1874706,10000,2025-01-06,1
4677,805848,1805848,10000,2025-11-07,1
4678,738511,1738511,10000,2025-05-28,1
4679,113399,1113399,10000,2025-09-21,1
4680,235602,1235602,10000,2025-08-07,1
4681,352609,1352609,10000,2025-12-07,1
4682,123158,1123158,10000,2025-12-28,1
4683,407729,1407729,10000,2025-01-27,1
4684,13640,1013640,10000,2025-05-07,1
4685,794234,1794234,10000,2025-10-14,1
4686,217173,1217173,10000,2025-05-28,1
4687,946933,1946933,10000,2025-10-21,1
4688,520243,1520243,10000,2025-11-07,1
4689,778229,1778229,10000,2025-06-28,1
4690,191127,1191127,10000,2025-04-14,1
4691,635415,1635415,10000,2025-02-06,1
4692,993859,1993859,10000,2025-01-27,1
4693,294149,1294149,10000,2025-10-28,1
4694,132835,1132835,10000,2025-05-14,1
4695,898469,1898469,10000,2025-08-14,1
4696,838075,1838075,10000,2025-10-14,1
4697,127818,1127818,10000,2025-03-28,1
4698,829844,1829844,10000,2025-11-28,1
4699,303546,1303546,10000,2025-07-21,1
4700,965082,1965082,10000,2025-10-07,1
4701,113192,1113192,10000,2025-05-21,1
4702,818708,1818708,10000,2025-09-28,1
4703,453763,1453763,10000,2025-11-14,1
4704,451623,1451623,10000,2025-02-06,1
4705,614045,1614045,10000,2025-07-07,1
4706,432846,1432846,10000,2025-12-07,1
4707,169545,1169545,10000,2025-03-21,1
4708,500182,1500182,10000,2025-07-28,1
4709,886334,1886334,10000,2025-06-28,1
4710,204139,1204139,10000,2025-09-28,1
4711,50843,1050843,10000,2025-04-21,1
4712,360153,1360153,10000,2025-12-14,1
4713,612291,1612291,10000,2025-07-14,1
4714,98602,1098602,10000,2025-09-21,1
4715,511194,1511194,10000,2025-01-06,1
4716,59088,1059088,10000,2025-03-21,1
4717,425535,1425535,10000,2025-02-06,1
4718,293440,1293440,10000,2025-08-21,1
4719,293330,1293330,10000,2025-06-28,1
4720,807079,1807079,10000,2025-12-21,1
4721,357425,1357425,10000,2025-06-07,1
4722,346529,1346529,10000,2025-05-07,1
4723,558428,1558428,10000,2025-11-21,1
4724,809935,1809935,10000,2025-04-14,1
4725,422188,1422188,10000,2025-05-28,1
4726,19347,1019347,10000,2025-07-07,1
4727,855858,1855858,10000,2025-08-14,1
4728,705224,1705224,10000,2025-06-28,1
4729,682112,1682112,10000,2025-08-14,1
4730,417284,1417284,10000,2025-06-07,1
4731,895808,1895808,10000,2025-12-07,1
4732,733067,1733067,10000,2025-06-21,1
4733,182968,1182968,10000,2025-06-21,1
4734,675447,1675447,10000,2025-07-07,1
4735,852959,1852959,10000,2025-03-28,1
4736,646858,1646858,10000,2025-09-28,1
4737,241855,1241855,10000,2025-07-21,1
4738,33120,1033120,10000,2025-01-06,1
4739,999603,1999603,10000,2025-02-27,1
4740,879951,1879951,10000,2025-03-28,1
4741,584280,1584280,10000,2025-09-21,1
4742,707240,1707240,10000,2025-04-28,1
4743,180937,1180937,10000,2025-04-07,1
4744,647299,1647299,10000,2025-07-07,1
4745,13685,1013685,10000,2025-08-07,1
4746,386970,1386970,10000,2025-01-20,1
4747,69800,1069800,10000,2025-10-07,1
4748,180836,1180836,10000,2025-09-21,1
4749,706707,1706707,10000,2025-08-14,1
4750,365503,1365503,10000,2025-05-21,1
4751,808188,1808188,10000,2025-02-06,1
4752,597721,1597721,10000,2025-12-07,1
4753,333273,1333273,10000,2025-06-07,1
4754,596987,1596987,10000,2025-03-14,1
4755,286968,1286968,10000,2025-10-14,1
4756,160583,1160583,10000,2025-08-28,1
4757,147693,1147693,10000,2025-08-28,1
4758,676697,1676697,10000,2025-11-14,1
4759,335283,1335283,10000,2025-02-20,1
4760,653822,1653822,10000,2025-10-21,1
4761,654223,1654223,10000,2025-01-20,1
4762,995618,1995618,10000,2025-06-21,1
4763,764833,1764833,10000,2025-12-07,1
4764,707531,1707531,10000,2025-09-28,1
4765,745131,1745131,10000,2025-06-07,1
4766,577196,1577196,10000,2025-08-14,1
4767,536354,1536354,10000,2025-07-14,1
4768,57845,1057845,10000,2025-02-06,1
4769,793800,1793800,10000,2025-09-21,1
4770,703844,1703844,10000,2025-10-14,1
4771,832535,1832535,10000,2025-06-21,1
4772,588065,1588065,10000,2025-02-20,1
4773,869915,1869915,10000,2025-03-14,1
4774,275732,1275732,10000,2025-08-21,1
4775,951732,1951732,10000,2025-04-28,1
4776,205067,1205067,10000,2025-03-21,1
4777,737516,1737516,10000,2025-04-28,1
4778,44488,1044488,10000,2025-03-07,1
4779,782190,1782190,10000,2025-01-13,1
4780,877594,1877594,10000,2025-07-21,1
4781,146838,1146838,10000,2025-11-21,1
4782,283470,1283470,10000,2025-06-28,1
4783,285031,1285031,10000,2025-07-28,1
4784,914598,1914598,10000,2025-06-21,1
4785,199528,1199528,10000,2025-12-14,1
4786,122966,1122966,10000,2025-09-14,1
4787,603152,1603152,10000,2025-11-07,1
4788,128442,1128442,10000,2025-12-21,1
4789,851782,1851782,10000,2025-05-28,1
4790,650018,1650018,10000,2025-08-07,1
4791,977713,1977713,10000,2025-11-28,1
4792,440758,1440758,10000,2025-09-21,1
4793,624653,1624653,10000,2025-09-21,1
4794,834473,1834473,10000,2025-05-28,1
4795,618228,1618228,10000,2025-08-14,1
4796,58203,1058203,10000,2025-03-07,1
4797,558667,1558667,10000,2025-07-07,1
4798,994642,1994642,10000,2025-03-28,1
4799,786280,1786280,10000,2025-10-14,1
4800,389726,1389726,10000,2025-02-13,1
4801,40315,1040315,10000,2025-09-28,1
4802,810304,1810304,10000,2025-08-14,1
4803,409278,1409278,10000,2025-07-14,1
4804,538166,1538166,10000,2025-07-07,1
4805,704161,1704161,10000,2025-10-07,1
4806,296868,1296868,10000,2025-06-14,1
4807,250577,1250577,10000,2025-05-14,1
4808,761421,1761421,10000,2025-09-07,1
4809,128170,1128170,10000,2025-01-13,1
4810,834136,1834136,10000,2025-07-21,1
4811,158944,1158944,10000,2025-12-21,1
4812,40863,1040863,10000,2025-05-28,1
4813,501696,1501696,10000,2025-03-21,1
4814,500064,1500064,10000,2025-03-28,1
4815,691017,1691017,10000,2025-09-14,1
4816,536501,1536501,10000,2025-10-14,1
4817,56163,1056163,10000,2025-01-13,1
4818,474075,1474075,10000,2025-08-21,1
4819,547363,1547363,10000,2025-08-14,1
4820,59339,1059339,10000,2025-11-21,1
4821,349775,1349775,10000,2025-01-13,1
4822,941014,1941014,10000,2025-08-21,1
4823,452976,1452976,10000,2025-11-07,1
4824,451861,1451861,10000,2025-12-07,1
4825,180078,1180078,10000,2025-02-06,1
4826,364253,1364253,10000,2025-06-21,1
4827,346106,1346106,10000,2025-10-07,1
4828,53419,1053419,10000,2025-05-07,1
4829,530406,1530406,10000,2025-09-28,1
4830,908231,1908231,10000,2025-04-07,1
4831,990652,1990652,10000,2025-03-28,1
4832,486891,1486891,10000,2025-08-21,1
4833,546387,1546387,10000,2025-01-06,1
4834,289909,1289909,10000,2025-04-21,1
4835,265296,1265296,10000,2025-05-21,1
4836,670243,1670243,10000,2025-01-20,1
4837,139480,1139480,10000,2025-02-27,1
4838,860191,1860191,10000,2025-09-14,1
4839,53397,1053397,10000,2025-12-28,1
4840,215385,1215385,10000,2025-04-28,1
4841,272824,1272824,10000,2025-12-28,1
4842,455657,1455657,10000,2025-10-07,1
4843,938741,1938741,10000,2025-01-27,1
4844,879881,1879881,10000,2025-09-07,1
4845,852341,1852341,10000,2025-06-28,1
4846,455970,1455970,10000,2025-02-13,1
4847,518719,1518719,10000,2025-03-28,1
4848,795488,1795488,10000,2025-04-21,1
4849,736115,1736115,10000,2025-10-14,1
4850,844580,1844580,10000,2025-04-14,1
4851,147722,1147722,10000,2025-02-20,1
4852,112215,1112215,10000,2025-10-28,1
4853,339032,1339032,10000,2025-06-07,1
4854,86862,1086862,10000,2025-04-07,1
4855,474135,1474135,10000,2025-10-21,1
4856,920916,1920916,10000,2025-11-14,1
4857,737905,1737905,10000,2025-10-21,1
4858,588040,1588040,10000,2025-10-28,1
4859,947137,1947137,10000,2025-04-14,1
4860,3298,1003298,10000,2025-11-28,1
4861,785109,1785109,10000,2025-09-28,1
4862,217094,1217094,10000,2025-07-07,1
4863,205715,1205715,10000,2025-09-21,1
4864,434819,1434819,10000,2025-02-06,1
4865,322334,1322334,10000,2025-04-21,1
4866,714000,1714000,10000,2025-09-28,1
4867,270317,1270317,10000,2025-02-13,1
4868,98044,1098044,10000,2025-11-28,1
4869,526556,1526556,10000,2025-01-20,1
4870,799202,1799202,10000,2025-11-28,1
4871,590686,1590686,10000,2025-04-07,1
4872,241770,1241770,10000,2025-04-14,1
4873,753421,1753421,10000,2025-06-07,1
4874,863445,1863445,10000,2025-01-13,1
4875,557393,1557393,10000,2025-02-06,1
4876,522558,1522558,10000,2025-10-21,1
4877,304418,1304418,10000,2025-01-27,1
4878,399631,1399631,10000,2025-12-21,1
4879,483955,1483955,10000,2025-01-06,1
4880,162466,1162466,10000,2025-10-07,1
4881,979456,1979456,10000,2025-09-28,1
4882,883705,1883705,10000,2025-02-06,1
4883,629336,1629336,10000,2025-08-21,1
4884,342186,1342186,10000,2025-11-21,1
4885,796430,1796430,10000,2025-11-07,1
4886,42124,1042124,10000,2025-03-14,1
4887,768089,1768089,10000,2025-04-07,1
4888,393568,1393568,10000,2025-09-14,1
4889,896747,1896747,10000,2025-10-07,1
4890,629062,1629062,10000,2025-11-14,1
4891,355108,1355108,10000,2025-08-28,1
4892,101313,1101313,10000,2025-06-14,1
4893,648168,1648168,10000,2025-12-28,1
4894,125843,1125843,10000,2025-02-27,1
4895,162155,1162155,10000,2025-06-07,1
4896,819859,1819859,10000,2025-02-20,1
4897,675196,1675196,10000,2025-02-27,1
4898,141859,1141859,10000,2025-06-21,1
4899,812597,1812597,10000,2025-12-14,1
4900,817733,1817733,10000,2025-03-07,1
4901,745261,1745261,10000,2025-10-07,1
4902,639576,1639576,10000,2025-10-28,1
4903,835524,1835524,10000,2025-12-28,1
4904,782973,1782973,10000,2025-04-14,1
4905,300970,1300970,10000,2025-04-28,1
4906,789888,1789888,10000,2025-01-20,1
4907,942720,1942720,10000,2025-04-28,1
4908,328201,1328201,10000,2025-06-07,1
4909,705510,1705510,10000,2025-04-14,1
4910,989813,1989813,10000,2025-03-07,1
4911,587276,1587276,10000,2025-12-14,1
4912,618048,1618048,10000,2025-06-07,1
4913,425853,1425853,10000,2025-09-21,1
4914,313057,1313057,10000,2025-02-13,1
4915,240166,1240166,10000,2025-02-27,1
4916,964045,1964045,10000,2025-06-14,1
4917,164284,1164284,10000,2025-02-27,1
4918,856067,1856067,10000,2025-04-28,1
4919,943386,1943386,10000,2025-08-28,1
4920,183729,1183729,10000,2025-07-14,1
4921,524162,1524162,10000,2025-04-21,1
4922,302716,1302716,10000,2025-04-28,1
4923,255398,1255398,10000,2025-04-21,1
4924,763152,1763152,10000,2025-04-07,1
4925,503067,1503067,10000,2025-12-07,1
4926,609954,1609954,10000,2025-09-07,1
4927,464637,1464637,10000,2025-07-21,1
4928,482750,1482750,10000,2025-05-07,1
4929,765617,1765617,10000,2025-12-14,1
4930,258897,1258897,10000,2025-02-06,1
4931,361301,1361301,10000,2025-06-14,1
4932,880544,1880544,10000,2025-08-07,1
4933,716192,1716192,10000,2025-10-14,1
4934,644334,1644334,10000,2025-01-20,1
4935,531682,1531682,10000,2025-12-14,1
4936,309468,1309468,10000,2025-05-07,1
4937,312832,1312832,10000,2025-02-20,1
4938,777867,1777867,10000,2025-04-07,1
4939,271563,1271563,10000,2025-03-21,1
4940,132589,1132589,10000,2025-01-13,1
4941,890137,1890137,10000,2025-04-21,1
4942,103148,1103148,10000,2025-09-07,1
4943,549011,1549011,10000,2025-10-21,1
4944,985169,1985169,10000,2025-08-14,1
4945,457912,1457912,10000,2025-07-28,1
4946,959357,1959357,10000,2025-03-28,1
4947,858809,1858809,10000,2025-08-28,1
4948,717269,1717269,10000,2025-02-27,1
4949,634959,1634959,10000,2025-04-07,1
4950,188611,1188611,10000,2025-09-14,1
4951,518423,1518423,10000,2025-02-20,1
4952,389545,1389545,10000,2025-04-21,1
4953,169188,1169188,10000,2025-02-13,1
4954,7961,1007961,10000,2025-05-21,1
4955,911424,1911424,10000,2025-05-07,1
4956,636205,1636205,10000,2025-02-20,1
4957,311795,1311795,10000,2025-01-27,1
4958,421140,1421140,10000,2025-03-14,1
4959,978657,1978657,10000,2025-09-28,1
4960,833873,1833873,10000,2025-10-21,1
4961,465798,1465798,10000,2025-12-21,1
4962,568250,1568250,10000,2025-02-13,1
4963,46996,1046996,10000,2025-12-14,1
4964,858899,1858899,10000,2025-12-21,1
4965,496174,1496174,10000,2025-02-20,1
4966,551161,1551161,10000,2025-01-13,1
4967,51290,1051290,10000,2025-11-07,1
4968,361548,1361548,10000,2025-07-14,1
4969,596612,1596612,10000,2025-06-07,1
4970,918111,1918111,10000,2025-02-27,1
4971,812674,1812674,10000,2025-08-21,1
4972,279381,1279381,10000,2025-08-07,1
4973,515715,1515715,10000,2025-04-21,1
4974,178248,1178248,10000,2025-09-28,1
4975,806763,1806763,10000,2025-12-07,1
4976,125807,1125807,10000,2025-05-28,1
4977,15905,1015905,10000,2025-07-14,1
4978,565815,1565815,10000,2025-02-13,1
4979,501182,1501182,10000,2025-05-28,1
4980,954414,1954414,10000,2025-01-20,1
4981,910844,1910844,10000,2025-02-20,1
4982,772942,1772942,10000,2025-02-27,1
4983,742407,1742407,10000,2025-07-21,1
4984,137236,1137236,10000,2025-10-28,1
4985,110482,1110482,10000,2025-03-21,1
4986,227081,1227081,10000,2025-01-20,1
4987,582684,1582684,10000,2025-11-07,1
4988,99148,1099148,10000,2025-02-13,1
4989,501015,1501015,10000,2025-05-21,1
4990,828031,1828031,10000,2025-02-06,1
4991,948398,1948398,10000,2025-07-14,1
4992,557419,1557419,10000,2025-08-14,1
4993,347540,1347540,10000,2025-02-27,1
4994,992955,1992955,10000,2025-04-28,1
4995,133730,1133730,10000,2025-06-07,1
4996,283576,1283576,10000,2025-04-07,1
4997,559067,1559067,10000,2025-01-13,1
4998,492343,1492343,10000,2025-06-14,1
4999,30056,1030056,10000,2025-12-28,1
5000,210760,1210760,10000,2025-05-07,1
5001,956251,1956251,10000,2025-03-07,1
5002,396183,1396183,10000,2025-11-14,1
5003,433546,1433546,10000,2025-07-14,1
5004,114468,1114468,10000,2025-05-14,1
5005,635816,1635816,10000,2025-03-28,1
5006,970320,1970320,10000,2025-02-13,1
5007,206373,1206373,10000,2025-06-07,1
5008,854804,1854804,10000,2025-03-28,1
5009,237024,1237024,10000,2025-01-20,1
5010,286487,1286487,10000,2025-05-07,1
5011,876330,1876330,10000,2025-06-28,1
5012,105091,1105091,10000,2025-02-06,1
5013,241241,1241241,10000,2025-06-14,1
5014,575573,1575573,10000,2025-02-13,1
5015,276604,1276604,10000,2025-05-14,1
5016,796054,1796054,10000,2025-08-14,1
5017,885547,1885547,10000,2025-11-28,1
5018,921841,1921841,10000,2025-01-06,1
5019,741688,1741688,10000,2025-11-07,1
5020,590927,1590927,10000,2025-01-13,1
5021,112302,1112302,10000,2025-09-28,1
5022,510013,1510013,10000,2025-12-14,1
5023,737289,1737289,10000,2025-03-07,1
5024,807340,1807340,10000,2025-10-28,1
5025,767012,1767012,10000,2025-04-28,1
5026,81560,1081560,10000,2025-10-14,1
5027,141208,1141208,10000,2025-05-07,1
5028,498072,1498072,10000,2025-01-13,1
5029,663753,1663753,10000,2025-10-21,1
5030,253110,1253110,10000,2025-07-28,1
5031,736100,1736100,10000,2025-01-06,1
5032,460437,1460437,10000,2025-04-28,1
5033,785157,1785157,10000,2025-02-13,1
5034,646551,1646551,10000,2025-08-14,1
5035,157150,1157150,10000,2025-09-14,1
5036,424053,1424053,10000,2025-12-14,1
5037,690090,1690090,10000,2025-01-06,1
5038,525611,1525611,10000,2025-04-07,1
5039,361946,1361946,10000,2025-10-14,1
5040,523873,1523873,10000,2025-10-07,1
5041,391754,1391754,10000,2025-08-14,1
5042,711215,1711215,10000,2025-08-07,1
5043,393613,1393613,10000,2025-03-28,1
5044,622907,1622907,10000,2025-10-07,1
5045,34420,1034420,10000,2025-03-21,1
5046,383178,1383178,10000,2025-10-14,1
5047,713450,1713450,10000,2025-04-28,1
5048,874692,1874692,10000,2025-05-07,1
5049,934647,1934647,10000,2025-02-06,1
5050,811496,1811496,10000,2025-05-21,1
5051,284195,1284195,10000,2025-11-14,1
5052,468085,1468085,10000,2025-01-13,1
5053,573124,1573124,10000,2025-11-07,1
5054,414130,1414130,10000,2025-04-07,1
5055,332704,1332704,10000,2025-07-07,1
5056,200051,1200051,10000,2025-02-20,1
5057,241886,1241886,10000,2025-09-21,1
5058,182950,1182950,10000,2025-03-28,1
5059,243797,1243797,10000,2025-09-21,1
5060,931839,1931839,10000,2025-09-07,1
5061,917988,1917988,10000,2025-06-14,1
5062,526166,1526166,10000,2025-05-28,1
5063,594895,1594895,10000,2025-01-27,1
5064,704969,1704969,10000,2025-06-28,1
5065,46629,1046629,10000,2025-10-14,1
5066,280357,1280357,10000,2025-05-07,1
5067,918175,1918175,10000,2025-01-27,1
5068,599050,1599050,10000,2025-11-21,1
5069,618238,1618238,10000,2025-01-20,1
5070,870653,1870653,10000,2025-11-21,1
5071,443851,1443851,10000,2025-12-14,1
5072,258043,1258043,10000,2025-06-07,1
5073,273313,1273313,10000,2025-10-21,1
5074,539782,1539782,10000,2025-08-21,1
5075,81425,1081425,10000,2025-05-07,1
5076,469636,1469636,10000,2025-02-20,1
5077,444022,1444022,10000,2025-08-21,1
5078,476933,1476933,10000,2025-01-06,1
5079,455486,1455486,10000,2025-12-07,1
5080,478218,1478218,10000,2025-02-13,1
5081,284748,1284748,10000,2025-07-21,1
5082,462982,1462982,10000,2025-10-14,1
5083,312224,1312224,10000,2025-05-14,1
5084,678797,1678797,10000,2025-08-14,1
5085,457308,1457308,10000,2025-07-07,1
5086,700008,1700008,10000,2025-11-21,1
5087,273283,1273283,10000,2025-03-07,1
5088,691172,1691172,10000,2025-04-07,1
5089,255822,1255822,10000,2025-05-21,1
5090,317669,1317669,10000,2025-04-14,1
5091,407390,1407390,10000,2025-09-28,1
5092,751659,1751659,10000,2025-09-14,1
5093,819039,1819039,10000,2025-12-21,1
5094,923292,1923292,10000,2025-10-28,1
5095,846699,1846699,10000,2025-08-28,1
5096,580245,1580245,10000,2025-03-07,1
5097,596524,1596524,10000,2025-04-07,1
5098,941888,1941888,10000,2025-08-07,1
5099,794910,1794910,10000,2025-12-28,1
5100,694294,1694294,10000,2025-12-28,1
5101,339561,1339561,10000,2025-12-07,1
5102,335991,1335991,10000,2025-10-14,1
5103,901923,1901923,10000,2025-05-28,1
5104,191632,1191632,10000,2025-06-14,1
5105,21702,1021702,10000,2025-08-07,1
5106,791401,1791401,10000,2025-05-14,1
5107,175609,1175609,10000,2025-04-21,1
5108,449506,1449506,10000,2025-10-21,1
5109,930810,1930810,10000,2025-02-27,1
5110,437695,1437695,10000,2025-05-21,1
5111,157233,1157233,10000,2025-04-07,1
5112,241188,1241188,10000,2025-01-13,1
5113,125521,1125521,10000,2025-02-20,1
5114,358345,1358345,10000,2025-10-07,1
5115,605812,1605812,10000,2025-12-28,1
5116,292785,1292785,10000,2025-03-28,1
5117,410074,1410074,10000,2025-09-07,1
5118,896219,1896219,10000,2025-06-28,1
5119,307333,1307333,10000,2025-08-14,1
5120,979818,1979818,10000,2025-08-21,1
5121,886664,1886664,10000,2025-08-07,1
5122,16771,1016771,10000,2025-06-21,1
5123,864596,1864596,10000,2025-09-28,1
5124,199426,1199426,10000,2025-10-28,1
5125,789802,1789802,10000,2025-12-14,1
5126,927219,1927219,10000,2025-04-14,1
5127,537673,1537673,10000,2025-09-21,1
5128,418846,1418846,10000,2025-07-21,1
5129,162975,1162975,10000,2025-02-13,1
5130,425180,1425180,10000,2025-04-07,1
5131,328332,1328332,10000,2025-02-06,1
5132,215439,1215439,10000,2025-05-21,1
5133,411076,1411076,10000,2025-04-14,1
5134,278854,1278854,10000,2025-10-07,1
5135,457944,1457944,10000,2025-01-13,1
5136,917382,1917382,10000,2025-10-21,1
5137,79006,1079006,10000,2025-01-06,1
5138,378395,1378395,10000,2025-11-21,1
5139,214319,1214319,10000,2025-10-14,1
5140,348633,1348633,10000,2025-04-14,1
5141,88271,1088271,10000,2025-04-07,1
5142,971990,1971990,10000,2025-04-14,1
5143,752136,1752136,10000,2025-09-07,1
5144,436182,1436182,10000,2025-05-07,1
5145,135555,1135555,10000,2025-11-14,1
5146,106484,1106484,10000,2025-09-28,1
5147,342053,1342053,10000,2025-06-21,1
5148,618423,1618423,10000,2025-03-21,1
5149,220221,1220221,10000,2025-08-07,1
5150,286059,1286059,10000,2025-10-14,1
5151,941338,1941338,10000,2025-12-14,1
5152,915162,1915162,10000,2025-12-21,1
5153,416753,1416753,10000,2025-11-28,1
5154,462264,1462264,10000,2025-05-14,1
5155,953572,1953572,10000,2025-04-14,1
5156,189886,1189886,10000,2025-01-06,1
5157,926759,1926759,10000,2025-04-07,1
5158,685031,1685031,10000,2025-09-28,1
5159,792782,1792782,10000,2025-08-07,1
5160,242200,1242200,10000,2025-07-07,1
5161,362904,1362904,10000,2025-06-07,1
5162,741662,1741662,10000,2025-01-20,1
5163,261248,1261248,10000,2025-09-07,1
5164,657329,1657329,10000,2025-01-13,1
5165,635286,1635286,10000,2025-12-07,1
5166,717246,1717246,10000,2025-07-28,1
5167,174189,1174189,10000,2025-06-07,1
5168,932331,1932331,10000,2025-06-07,1
5169,746627,1746627,10000,2025-03-07,1
5170,133686,1133686,10000,2025-07-28,1
5171,577157,1577157,10000,2025-11-21,1
5172,800720,1800720,10000,2025-12-28,1
5173,81583,1081583,10000,2025-01-06,1
5174,742231,1742231,10000,2025-05-28,1
5175,174019,1174019,10000,2025-09-28,1
5176,635040,1635040,10000,2025-02-27,1
5177,273960,1273960,10000,2025-05-28,1
5178,585373,1585373,10000,2025-08-28,1
5179,102042,1102042,10000,2025-09-14,1
5180,738027,1738027,10000,2025-01-27,1
5181,42586,1042586,10000,2025-06-14,1
5182,343505,1343505,10000,2025-02-13,1
5183,970008,1970008,10000,2025-06-28,1
5184,139883,1139883,10000,2025-11-07,1
5185,412203,1412203,10000,2025-09-07,1
5186,454899,1454899,10000,2025-10-07,1
5187,364510,1364510,10000,2025-10-28,1
5188,845881,1845881,10000,2025-04-21,1
5189,168937,1168937,10000,2025-10-21,1
5190,983635,1983635,10000,2025-01-13,1
5191,552017,1552017,10000,2025-01-06,1
5192,535830,1535830,10000,2025-02-27,1
5193,223584,1223584,10000,2025-07-07,1
5194,550887,1550887,10000,2025-08-28,1
5195,339002,1339002,10000,2025-10-28,1
5196,476544,1476544,10000,2025-03-07,1
5197,720677,1720677,10000,2025-04-07,1
5198,341204,1341204,10000,2025-12-14,1
5199,618510,1618510,10000,2025-02-13,1
5200,496290,1496290,10000,2025-05-14,1
5201,719330,1719330,10000,2025-08-14,1
5202,304752,1304752,10000,2025-08-14,1
5203,763769,1763769,10000,2025-10-07,1
5204,285352,1285352,10000,2025-02-27,1
5205,944103,1944103,10000,2025-10-07,1
5206,812433,1812433,10000,2025-07-21,1
5207,366945,1366945,10000,2025-08-21,1
5208,368342,1368342,10000,2025-11-14,1
5209,430435,1430435,10000,2025-02-27,1
5210,229190,1229190,10000,2025-10-14,1
5211,805776,1805776,10000,2025-04-14,1
5212,620463,1620463,10000,2025-03-07,1
